Model,Group,Model Number,Model Version,GlobalLDDT
T1239v1TS465_1,TS465,1,v1,0.7064
T1239v1TS388_5,TS388,5,v1,0.7064
T1239v1TS294_3,TS294,3,v1,0.7061
T1239v2TS375_2,TS375,2,v2,0.7056
T1239v2TS388_4,TS388,4,v2,0.7054
T1239v2TS293_5,TS293,5,v2,0.7043
T1239v1TS079_5,TS079,5,v1,0.7043
T1239v2TS079_5,TS079,5,v2,0.7043
T1239v1TS293_5,TS293,5,v1,0.7043
T1239v1TS212_1,TS212,1,v1,0.7021
T1239v1TS388_1,TS388,1,v1,0.7018
T1239v1TS212_3,TS212,3,v1,0.7000
T1239v1TS212_2,TS212,2,v1,0.6994
T1239v1TS015_6,TS015,6,v1,0.6976
T1239v2TS465_4,TS465,4,v2,0.6973
T1239v1TS465_2,TS465,2,v1,0.6972
T1239v2TS040_3,TS040,3,v2,0.6971
T1239v1TS040_3,TS040,3,v1,0.6971
T1239v2TS040_2,TS040,2,v2,0.6970
T1239v1TS040_2,TS040,2,v1,0.6970
T1239v1TS267_1,TS267,1,v1,0.6966
T1239v1TS040_1,TS040,1,v1,0.6951
T1239v2TS040_1,TS040,1,v2,0.6951
T1239v1TS267_3,TS267,3,v1,0.6949
T1239v2TS052_2,TS052,2,v2,0.6945
T1239v1TS267_2,TS267,2,v1,0.6945
T1239v1TS052_2,TS052,2,v1,0.6945
T1239v1TS267_4,TS267,4,v1,0.6938
T1239v2TS059_2,TS059,2,v2,0.6934
T1239v1TS212_5,TS212,5,v1,0.6929
T1239v1TS212_4,TS212,4,v1,0.6889
T1239v1TS059_5,TS059,5,v1,0.6887
T1239v1TS059_3,TS059,3,v1,0.6883
T1239v1TS059_2,TS059,2,v1,0.6882
T1239v2TS059_5,TS059,5,v2,0.6880
T1239v1TS059_4,TS059,4,v1,0.6868
T1239v1TS465_4,TS465,4,v1,0.6865
T1239v2TS465_1,TS465,1,v2,0.6863
T1239v2TS059_1,TS059,1,v2,0.6860
T1239v1TS059_1,TS059,1,v1,0.6855
T1239v2TS015_6,TS015,6,v2,0.6846
T1239v2TS139_2,TS139,2,v2,0.6835
T1239v2TS059_4,TS059,4,v2,0.6834
T1239v2TS139_4,TS139,4,v2,0.6824
T1239v1TS139_3,TS139,3,v1,0.6821
T1239v2TS015_1,TS015,1,v2,0.6819
T1239v2TS465_3,TS465,3,v2,0.6813
T1239v1TS079_4,TS079,4,v1,0.6774
T1239v2TS293_4,TS293,4,v2,0.6774
T1239v1TS293_4,TS293,4,v1,0.6774
T1239v2TS079_4,TS079,4,v2,0.6774
T1239v2TS139_5,TS139,5,v2,0.6754
T1239v1TS465_5,TS465,5,v1,0.6751
T1239v1TS139_1,TS139,1,v1,0.6727
T1239v2TS139_1,TS139,1,v2,0.6726
T1239v1TS091_1,TS091,1,v1,0.6723
T1239v2TS091_3,TS091,3,v2,0.6723
T1239v2TS139_3,TS139,3,v2,0.6716
T1239v2TS091_1,TS091,1,v2,0.6701
T1239v1TS091_3,TS091,3,v1,0.6701
T1239v1TS091_2,TS091,2,v1,0.6675
T1239v2TS091_2,TS091,2,v2,0.6675
T1239v1TS139_5,TS139,5,v1,0.6663
T1239v1TS015_3,TS015,3,v1,0.6649
T1239v1TS015_4,TS015,4,v1,0.6640
T1239v2TS196_3,TS196,3,v2,0.6619
T1239v1TS196_3,TS196,3,v1,0.6619
T1239v1TS015_2,TS015,2,v1,0.6617
T1239v1TS196_1,TS196,1,v1,0.6615
T1239v2TS196_1,TS196,1,v2,0.6615
T1239v2TS022_3,TS022,3,v2,0.6604
T1239v2TS456_2,TS456,2,v2,0.6604
T1239v1TS456_2,TS456,2,v1,0.6604
T1239v1TS022_3,TS022,3,v1,0.6604
T1239v2TS015_2,TS015,2,v2,0.6601
T1239v1TS196_5,TS196,5,v1,0.6595
T1239v2TS196_5,TS196,5,v2,0.6595
T1239v1TS139_2,TS139,2,v1,0.6570
T1239v1TS196_4,TS196,4,v1,0.6569
T1239v2TS196_4,TS196,4,v2,0.6569
T1239v2TS465_5,TS465,5,v2,0.6567
T1239v2TS015_3,TS015,3,v2,0.6561
T1239v2TS196_2,TS196,2,v2,0.6543
T1239v1TS196_2,TS196,2,v1,0.6543
T1239v1TS139_4,TS139,4,v1,0.6541
T1239v1TS015_1,TS015,1,v1,0.6459
T1239v1TS015_5,TS015,5,v1,0.6428
T1239v1TS351_1,TS351,1,v1,0.6407
T1239v2TS351_1,TS351,1,v2,0.6407
T1239v2TS015_5,TS015,5,v2,0.6311
T1239v2TS015_4,TS015,4,v2,0.6287
T1239v2TS120_3,TS120,3,v2,0.5805
T1239v1TS361_3,TS361,3,v1,0.5805
T1239v1TS120_4,TS120,4,v1,0.5776
T1239v1TS120_1,TS120,1,v1,0.5749
T1239v1TS120_2,TS120,2,v1,0.5738
T1239v1TS120_3,TS120,3,v1,0.5701
T1239v2TS120_4,TS120,4,v2,0.5677
T1239v1TS361_4,TS361,4,v1,0.5677
T1239v1TS040_4,TS040,4,v1,0.5665
T1239v2TS040_4,TS040,4,v2,0.5665
T1239v1TS040_5,TS040,5,v1,0.5647
T1239v2TS040_5,TS040,5,v2,0.5647
T1239v1TS351_5,TS351,5,v1,0.5636
T1239v2TS351_5,TS351,5,v2,0.5636
T1239v1TS361_1,TS361,1,v1,0.5621
T1239v2TS120_1,TS120,1,v2,0.5621
T1239v1TS120_5,TS120,5,v1,0.5616
T1239v2TS120_2,TS120,2,v2,0.5562
T1239v1TS361_2,TS361,2,v1,0.5562
T1239v2TS120_5,TS120,5,v2,0.5385
T1239v1TS361_5,TS361,5,v1,0.5385
T1239v2TS351_2,TS351,2,v2,0.5343
T1239v1TS351_2,TS351,2,v1,0.5343
T1239v2TS351_3,TS351,3,v2,0.3138
T1239v1TS351_3,TS351,3,v1,0.3138
T1239v1TS351_4,TS351,4,v1,0.3133
T1239v2TS351_4,TS351,4,v2,0.3133
T1239v1TS105_3,TS105,3,v1,0.0684
